id,name,address,city,state,phone,chain
113722,Gamestorm,1243 State Street,Lemont,IL,6302439330,Independent Card Shop
112765,Comic Buying Center,624 E Park Ave,Libertyville,IL,8475132666,Independent Card Shop
114242,Bobbaloo's - Litchfield,7 Litchfield Plaza,Litchfield,IL,2175567009,Independent Card Shop
113776,Uplifted Bistro,67 W 1st St,Manteno,IL,8159077505,Independent Card Shop
114252,Cosmic Games,1402 Broadway Ave,Mattoon,IL,2178482215,Independent Card Shop
114253,Space Boat Games,201 Richmond Ave E,Mattoon,IL,2172738093,Independent Card Shop
114251,The War Zone,1622 Broadway Ave,Mattoon,IL,2172352960,Independent Card Shop
111649,Lake-McHenry HFH ReStore- McHenry,903 Front St,McHenry,IL,8153318153,Habitat ReStore
113600,Tabletop Masters,411 N Market St,Mount Carmel,IL,6182639081,Independent Card Shop
114320,Asgard Keep,1001 Olin Ln,Mount Vernon,IL,6183156190,Independent Card Shop
113941,"The Board Room - Games, Crafts, and Collectibles",103 S Wesley Ave,Mt Morris,IL,8153551166,Independent Card Shop
114319,King City Games,401 S 10th St,Mt Vernon,IL,6188167007,Independent Card Shop
113738,The Hidden Lair,1460 N State Highway 121,Mt Zion,IL,2178641851,Independent Card Shop
113578,A2Z TCG,1003 Chestnut St,Murphysboro,IL,6182019700,Independent Card Shop
113719,Dean's Dugout,2035 S Washington St,Naperville,IL,6305278888,Independent Card Shop
111560,DuPage &amp; Chicago S. Suburbs HFH ReStore- Naperville,868 Illinois Rte 59,Naperville,IL,6305184245,Habitat ReStore
113717,Graham Crackers Comics - Naperville,1271 Rickert Dr,Naperville,IL,6303554310,Independent Card Shop
112770,Motos TCG,1914 Raymond Dr,Northbrook,IL,2245954511,Independent Card Shop
111553,DuPage &amp; Chicago S. Suburbs HFH ReStore- Oak Forest,15441 S Cicero Ave,Oak Forest,IL,7087551840,Habitat ReStore
113727,HobbyTown - Orland Park,15601 S 94th Ave,Orland Park,IL,7083498697,Independent Card Shop
113720,Tabletop Game Shop,150 W Washington St,Oswego,IL,6306367071,Independent Card Shop
114413,Goblin Gaming,712 La Salle St,Ottawa,IL,8159933449,Independent Card Shop
112773,Drawn Together Games,473 W Northwest Hwy,Palatine,IL,2245398702,Independent Card Shop
113633,The Zone - Pekin,521 Court St,Pekin,IL,3096943588,Independent Card Shop
111637,HFH Greater Peoria Area ReStore,804 W Main St,Peoria,IL,3096768402,Habitat ReStore
113630,One for All Games,3915 N Sheridan Rd,Peoria,IL,3099669972,Independent Card Shop
113628,The Zone - Grand Prairie,5201 W War Memorial Dr,Peoria,IL,3092106564,Independent Card Shop
113629,The Zone II,2200 W War Memorial Dr,Peoria,IL,3098392268,Independent Card Shop
113631,Cabbages and Kings,4450 North Prospect Rd,Peoria Heights,IL,3099815376,Independent Card Shop
114412,Cowzah Cards,1801 4th St,Peru,IL,8158830800,Independent Card Shop
111639,HFH of LaSalle-Bureau-Putnam Counties ReStore,1011 Shooting Park Road,Peru,IL,8154342041,Habitat ReStore
114454,Collectors Realm,3347 Quincy Mall,Quincy,IL,2176166760,Independent Card Shop
114453,Tabletop Treasure Games,733 Hampshire St,Quincy,IL,2179196760,Independent Card Shop
114452,Tri States Games & Hobbies,834 S 8th St,Quincy,IL,2172142484,Independent Card Shop
113743,Comics and Coasters,266 N Phelps Ave,Rockford,IL,8159793326,Independent Card Shop
111635,Rockford Area HFH ReStore,7141 Harrison Ave,Rockford,IL,8157133184,Habitat ReStore
112783,Grognard Games - Roselle,839 N Roselle Rd,Roselle,IL,8472787538,Independent Card Shop
112768,Zamliy TCG,1280 Hainesville Rd,Round Lake Beach,IL,2243919957,Independent Card Shop
112776,Gamers World - Woodfield,5 Woodfield Mall,Schaumburg,IL,8475171103,Independent Card Shop
113725,The Sports Card Zone,852 Sharp Dr,Shorewood,IL,8152805841,Independent Card Shop
112801,ManaFest Card Shop,2001 5th St Ste 7,Silvis,IL,3097162095,Independent Card Shop
111638,HFH Sangamon County ReStore,2744 S 6th St,Springfield,IL,2175232710,Habitat ReStore
112784,Thunder Comics,1044 E Schaumburg Rd,Streamwood,IL,6308553996,Independent Card Shop
111567,Moultrie County HFH ReStore,401 S Hamilton,Sullivan,IL,2177288700,Habitat ReStore
113635,Hobby Horse,208 W Market St,Taylorville,IL,2178249400,Independent Card Shop
112582,Realms of Gaming,300 Edwardsville Rd Ste 6,Troy,IL,6185057217,Independent Card Shop
114455,Gopher Games,1206 North Cunningham Avenue,Urbana,IL,2174181490,Independent Card Shop
112794,Tyton Games,106 E Saint Charles Rd,Villa Park,IL,6305010200,Independent Card Shop
112585,Main Street Music,108 N Market St,Waterloo,IL,6189394676,Independent Card Shop
114449,LoCools,311 W Main St,West Frankfort,IL,8083216994,Independent Card Shop
113734,Battle City Gym Cards and Collectibles,223 N Water St,Wilmington,IL,8159547286,Independent Card Shop
112590,Players Corner Trading Cards,927 E Edwardsville Rd,Wood River,IL,6182162221,Independent Card Shop
111650,Lake-McHenry HFH ReStore- Woodstock,133 S. Eastwood Dr.,Woodstock,IL,8153340500,Habitat ReStore
113724,Critical Games - Worth,6954 W 111th St,Worth,IL,7088275034,Independent Card Shop
113601,The Danger Room,833 E 53rd St,Anderson,IN,7656466341,Independent Card Shop
113602,The Gamers Vault - Anderson,1417 E 53rd St,Anderson,IN,7656231040,Independent Card Shop
113603,True Legend's Gaming,1610 S Scatterfield Rd,Anderson,IN,7656495767,Independent Card Shop
113410,Gauntlet Hobbies - Angola,217 W Maumee St,Angola,IN,2606871022,Independent Card Shop
111548,Greater Indy HFH ReStore- Avon,1099 N Avon Ave,Avon,IN,3177077529,Habitat ReStore
113598,Hoosier Daddies Collectibles,1125 16th St,Bedford,IN,8124936227,Independent Card Shop
113599,Titan Game and Hobby,2821 Washington Avenue,Bedford,IN,8123291112,Independent Card Shop
112546,Game Preserve - Bloomington,2652 E 3rd St,Bloomington,IN,8123326602,Independent Card Shop
111507,HFH of Monroe County ReStore,850 S Auto Mall Rd,Bloomington,IN,8123312660,Habitat ReStore
112553,OneNDunn Cards,3478 W 3rd St,Bloomington,IN,8123691436,Independent Card Shop
112552,The Adventure Aisle,135 N Gates Dr,Bloomington,IN,8123253033,Independent Card Shop
112548,The Castle Games - Bloomington,311 E Winslow Rd,Bloomington,IN,9309040880,Independent Card Shop
113589,Bulldog Community Gaming,1060 E Main St,Brownsburg,IN,3172863467,Independent Card Shop
113590,Valkyrie's Vault,1040 East Main street,Brownsburg,IN,3175203565,Independent Card Shop
113595,Hero's Emporium,12697 N Pennsylvania St #120,Carmel,IN,3175751737,Independent Card Shop
113596,Next Level Games - Carmel,14560 River Rd,Carmel,IN,7657170697,Independent Card Shop
113594,Play Test Lounge,2176 East 116th Street,Carmel,IN,3176508547,Independent Card Shop
111508,HFH of Warrick County ReStore,10622 Telephone Rd,Chandler,IN,8128583707,Habitat ReStore
113471,Carddabble Charlestown,820 Main St,Charlestown,IN,8125722105,Independent Card Shop
111544,HFH of Madison County ReStore,440 E Main Street,Chesterfield,IN,7653782000,Habitat ReStore
113833,Reliquary Gaming,1585 S Calumet Rd,Chesterton,IN,2197286681,Independent Card Shop
112574,TCB Toys Comics & Games,656 Eastern Blvd,Clarksville,IN,8127250120,Independent Card Shop
113604,Gone Lucid Games,708 E 3rd St,Clinton,IN,7652054120,Independent Card Shop
112539,The Castle Games - Columbus,2191 State St,Columbus,IN,8129276127,Independent Card Shop
113733,Schmoley's Games and More,1946 N Main St,Crown Point,IN,2192329654,Independent Card Shop
113731,Smugglers Coffee,237 Matteson Street,Dyer,IN,2192374347,Independent Card Shop
112690,Dragons Castle Gaming,1523 S F St,Elwood,IN,7656029460,Independent Card Shop
113573,Comic Quest,8401 North Kentucky Avenue,Evansville,IN,8124741133,Independent Card Shop
113569,Evansville Toys & Games,3810 E Morgan Ave,Evansville,IN,8124305748,Independent Card Shop
111516,HFH of Evansville ReStore,"5611 E Morgan Ave, Suite 1A",Evansville,IN,8126023460,Habitat ReStore
113571,HobbyTown Evansville,2200 E Morgan Ave,Evansville,IN,8124731500,Independent Card Shop
113568,The Gaming Guild,1460 N Green River Rd,Evansville,IN,8124010324,Independent Card Shop
111535,HFH of Greater Fort Wayne ReStore,4747 Lima Rd.,Fort Wayne,IN,2604704200,Habitat ReStore
113406,Power Nine Gaming,9181b Lima Rd.,Fort Wayne,IN,2603876136,Independent Card Shop
113405,Round Table Games and Curt's Cafe,5511 Coldwater Rd,Fort Wayne,IN,2602221341,Independent Card Shop
113407,Summit Comics & Games,4240 W Jefferson Blvd,Fort Wayne,IN,2604362719,Independent Card Shop
113609,Game 'n Grub,200 E 5th St,Fowler,IN,7655053302,Independent Card Shop
111552,Northwest Indiana HFH ReStore,6114 W. Ridge Road,Gary,IN,2199237265,Habitat ReStore
111559,HFH of Elkhart County ReStore,2910 Elkhart Road,Goshen,IN,5745331823,Habitat ReStore
113605,Storming Good Games,22 E Washington St,Greencastle,IN,7653019150,Independent Card Shop
111546,Greater Indy HFH ReStore- Greenfield,1141 W. US 40,Greenfield,IN,3173189380,Habitat ReStore
112555,Hitherto Coffee & Gaming Parlour,1558 N State St,Greenfield,IN,3173189782,Independent Card Shop
112554,Hometown Comics,1040 N State St.,Greenfield,IN,3174679050,Independent Card Shop
112541,Ye Gamer's Guild,2801 Fairview Place,Greenwood,IN,3177438449,Independent Card Shop
114061,Magic Corner - Hartford City,201 W Washington St,Hartford City,IN,7653302046,Independent Card Shop
114487,Game Knight,2867 N Newton St,Huntingburg,IN,8123514114,Independent Card Shop
111505,HFH of Dubois County ReStore,4232 S. 170 E.,Huntingburg,IN,8124825909,Habitat ReStore
113592,Books & Brews,9402 Uptown Dr Ste 1400,Indianapolis,IN,3172885136,Independent Card Shop
112544,Elf N Moon,1354 Shelby St Suite A,Indianapolis,IN,3176003313,Independent Card Shop
113591,Family Time Games,8796 Michigan Rd,Indianapolis,IN,3174502574,Independent Card Shop
113587,Game Time,8244 Center Run Dr,Indianapolis,IN,3175770900,Independent Card Shop
113588,Gamer's Loot,6020 E 82nd St Unit 710,Indianapolis,IN,3174433133,Independent Card Shop
113593,Gray Gauntlet Games,7998 Centerpoint Dr STE 750,Indianapolis,IN,3175593676,Independent Card Shop
111543,Greater Indy HFH ReStore- Fishers,"7998 Centerpoint Dr.,Suite 100",Indianapolis,IN,3178960314,Habitat ReStore
112542,"Mage's Comics and Games, Inc.",7623 Shelby Street,Indianapolis,IN,3174736116,Independent Card Shop
112551,Paradigm Games,2479 N Meridian Street,Indianapolis,IN,3176431151,Independent Card Shop
114486,Jumping Jasper LLC,21 Clay St,Jasper,IN,8126395597,Independent Card Shop
112576,Busby's Cards and Collectibles,1410 Charlestown New Albany Rd Suite 206,Jeffersonville,IN,8122077778,Independent Card Shop
113408,Gauntlet of Kendallville,115 S Main St,Kendallville,IN,2605827167,Independent Card Shop
112685,Tag-Team Collectibles,300 E Southway Blvd,Kokomo,IN,7654505511,Independent Card Shop
112686,The Kingdom: Cards and Games,117 W Sycamore St,Kokomo,IN,7654505977,Independent Card Shop
112688,Tier 1 Games - Kokomo,2208 E Markland Ave,Kokomo,IN,7654508330,Independent Card Shop
113625,Goblin Cards & Collectibles,603 E Lincolnway,La Porte,IN,2193445288,Independent Card Shop
113607,Castle Comics and Cards,2133 S 4th St,Lafayette,IN,7654741110,Independent Card Shop
111551,HFH of Lafayette ReStore,3815 Fortune Dr,Lafayette,IN,7654232585,Habitat ReStore
113606,Tier 1 Games - Lafayette,2200 Elmwood Ave,Lafayette,IN,7652699146,Independent Card Shop
113597,Friendly City Games - Lebanon,118 N Lebanon St,Lebanon,IN,7654821299,Independent Card Shop
114060,Escape TCG & More,305b N Main St,Liberty,IN,7652232525,Independent Card Shop
112687,Savini Comics,430 E Broadway,Logansport,IN,5743989541,Independent Card Shop
113778,By the Board Games and Entertainment,410 E Commercial Ave,Lowell,IN,2195767892,Independent Card Shop
111504,HFH of Southeast Indiana ReStore,931 Lanier Dr,Madison,IN,8122739500,Habitat ReStore
111550,HFH of Morgan County ReStore,39 W Pike St,Martinsville,IN,7653499003,Habitat ReStore
113621,Rivals Gaming,102 N Center St,Mishawaka,IN,5743507299,Independent Card Shop
112545,Laughtail,295 S Chestnut St,Monrovia,IN,3179963099,Independent Card Shop
112543,White Flag Games,402 South Indiana Street,Mooresville,IN,3174833400,Independent Card Shop
114056,Alt Art TCG,1605 N Granville Ave,Muncie,IN,7657171373,Independent Card Shop
114055,Atomic Games,2418 West 7th Street,Muncie,IN,7652881500,Independent Card Shop
114057,D20 Dungeon,2501 N Wheeling Ave,Muncie,IN,7652137240,Independent Card Shop
111547,Greater Muncie Indiana HFH ReStore,4640 W. Bethel Ave.,Muncie,IN,7652881814,Habitat ReStore
113729,Screaming Monkey Comics,21 Ridge Road,Munster,IN,2193017920,Independent Card Shop
111514,"Raintree HFH Henry County, Indiana ReStore",605 New York Avenue,New Castle,IN,7655293229,Habitat ReStore
114054,Rogue’s Passage,2011 Bundy Ave,New Castle,IN,7653884119,Independent Card Shop
112550,Toy Buzz & Fizz,1702 E Main St,Plainfield,IN,3177427730,Independent Card Shop
112549,UCN Gaming,1620 East Main St,Plainfield,IN,3177427401,Independent Card Shop
113624,Got Game,118 West Laporte Street,Plymouth,IN,5749333358,Independent Card Shop
111555,HFH of Marshall County ReStore,116 S Walnut,Plymouth,IN,5749354214,Habitat ReStore
114104,Red Dragon Gaming,122 E McNeil St,Portland,IN,2607664421,Independent Card Shop
111517,HFH of Gibson County ReStore,1286 West 150 South,Princeton,IN,8123852434,Habitat ReStore
114058,Table Games,818 E Main St,Richmond,IN,7659666514,Independent Card Shop
113732,The 10th Planet,1686c US Hwy 41,Schererville,IN,2193222902,Independent Card Shop
113473,Element Null Gaming,80 S Main St,Scottsburg,IN,8124142276,Independent Card Shop
113474,Warriors Den,29 E Wardell St,Scottsburg,IN,8128324013,Independent Card Shop
112579,UpScale Hobbies & Gaming,123 S Indiana Ave,Sellersburg,IN,5024150408,Independent Card Shop
112547,The Castle Games,210 W 2nd St,Seymour,IN,8123044995,Independent Card Shop
113622,Slice and Dice Game Cafe,20950 W Ireland Rd,South Bend,IN,5743096230,Independent Card Shop
111566,Wabash Valley HFH ReStore,1831 Wabash Ave,Terre Haute,IN,8122329200,Habitat ReStore
113834,HB Cards,1703 Calumet Ave,Valparaiso,IN,2193861194,Independent Card Shop
112689,Head to Head Games,260 Manchester Avenue,Wabash,IN,2605684313,Independent Card Shop
111561,HFH of Kosciusko County ReStore,3970 Corridor Drive,Warsaw,IN,5743146603,Habitat ReStore
113608,The Sage's Shoppe,1009 Sagamore Pkwy W,West Lafayette,IN,7654634841,Independent Card Shop
112540,Cards and Castles Tabletop Shop,400 Tracy Rd,Whiteland,IN,3175602053,Independent Card Shop
111549,Johnson County HFH ReStore,6720 N US 31,Whiteland,IN,3175356720,Habitat ReStore
114059,Draco's Table,115 S Main St,Winchester,IN,7655468570,Independent Card Shop
111545,HFH of Boone County ReStore,10650 Andrade Dr,Zionsville,IN,3173443033,Habitat ReStore
114126,Hornet Games,306 Neosho St,Burlington,KS,6202650005,Independent Card Shop
112833,Arena Hobbies,200 N Baltimore Ave,Derby,KS,3163527611,Independent Card Shop
114125,Gilded Fates,1670 Industrial Rd,Emporia,KS,6202087005,Independent Card Shop
114495,Goodland Games,1907 Cherry Ave,Goodland,KS,7852533755,Independent Card Shop
111708,HFH of Ellis County ReStore,2707 Broadway Ave,Hays,KS,7856234200,Habitat ReStore
112830,Free State Gaming,406 Pennsylvania Ave,Holton,KS,7853626785,Independent Card Shop
114191,RED EYE COLLECTIBLES,27 N Main St,Hutchinson,KS,6204083648,Independent Card Shop
111696,Lawrence HFH ReStore,"2108 W. 27th St.,Ste. C",Lawrence,KS,7858566920,Habitat ReStore
112824,The Dragon's Hoard - Lawrence,1800 E 23rd St,Lawrence,KS,7857669608,Independent Card Shop
114190,Spelbok Games & Comics,106 S Main St,Lindsborg,KS,6205044719,Independent Card Shop
112831,Goblin Games,515 Fort Riley Blvd,Manhattan,KS,7853177048,Independent Card Shop
111706,HFH of the Northern Flint Hills ReStore,514 Pillsbury Drive,Manhattan,KS,7855377545,Habitat ReStore
111630,Marshall County HFH Thrift Shop,2006 Center St,Marysville,KS,7855621070,Habitat ReStore
112822,Mission: Board Games - Mission,5606A Johnson Dr,Mission,KS,9132427970,Independent Card Shop
112826,Larry's Game Store,113 S Mur-Len Rd,Olathe,KS,9134002093,Independent Card Shop
112823,Victory Road - Overland Park,8715 Metcalf Ave,Overland Park,KS,9137357734,Independent Card Shop
113671,KTXZ Trading Cards,1617 N Walnut St,Pittsburg,KS,6207048913,Independent Card Shop
114192,Collector's Pair-of-Dice,621 E Crawford St,Salina,KS,7855152354,Independent Card Shop
112820,The Geekery - Shawnee,12616 W 62nd Terrace,Shawnee,KS,9132619694,Independent Card Shop
112829,B&D’s Magic Emporium,103 SE 10th Ave,Topeka,KS,7854227793,Independent Card Shop
112827,Chunky Monkey Cardz,3124 SW 29th St,Topeka,KS,7857653666,Independent Card Shop
112828,Game Nut Entertainment - Topeka,5119 SW 29th St,Topeka,KS,7853295380,Independent Card Shop
111697,Topeka HFH ReStore,121 NE Gordon Street,Topeka,KS,7857837670,Habitat ReStore
112835,Geeksphere,8336 E 21st St N,Wichita,KS,3164911103,Independent Card Shop
112834,Headshots Arcade Bar,2120 N Woodlawn Blvd,Wichita,KS,3162604370,Independent Card Shop
112832,Legendary Crits Lounge,1309 W 31st St S,Wichita,KS,3058036556,Independent Card Shop
112837,Mana Vault Casual Gaming and Collectibles,1629 S Meridian Ave,Wichita,KS,3168214357,Independent Card Shop
112838,One Drop Game Shop,2718 N Amidon Ave,Wichita,KS,3167946555,Independent Card Shop
112836,Pink Elephant Games and Hobby,2431 W Pawnee St,Wichita,KS,3168674411,Independent Card Shop
111707,Wichita HFH ReStore,601 N West St Ste 100,Wichita,KS,3169436996,Habitat ReStore
112839,Main St Games,705 Main St,Winfield,KS,6207055700,Independent Card Shop
114010,Hoov's Hangout,405 Washington St,Alexandria,KY,8594480184,Independent Card Shop
114503,Geeky Gamez - Barbourville,219 Daniel Boone Dr,Barbourville,KY,6062609315,Independent Card Shop
114504,Next Level Games - Barbourville,113 Union St,Barbourville,KY,6066272415,Independent Card Shop
112570,Legends Games and Collectibles,708 N 3rd St,Bardstown,KY,5022150108,Independent Card Shop
113470,Bad Wolf Gaming,711 Chestnut Street,Berea,KY,8595823071,Independent Card Shop
114451,East Kentucky Cards & Collectibles,11085 US-23 S,Betsy Layne,KY,6064782544,Independent Card Shop
111482,HFH of Bowling Green/Warren County ReStore,"813 College St,Suite 401",Bowling Green,KY,2709010150,Habitat ReStore
114476,Hobby Crossing,2345 Russellville Rd,Bowling Green,KY,2709046100,Independent Card Shop
112492,Geeks Paradise Games,59 Main St,Cadiz,KY,2703504522,Independent Card Shop
113572,Memory Lane Collectibles,407 S 2nd St,Central City,KY,2707572583,Independent Card Shop
114508,TCG Empire,1603 S Main St,Corbin,KY,6062153503,Independent Card Shop
114007,Dice on Draft,20 E 5th St,Covington,KY,8592613423,Independent Card Shop
114009,GamerCat Cards,4337 Winston Ave,Covington,KY,8597774050,Independent Card Shop
113467,Kentucky Fried Gaming,975 Hustonville Rd,Danville,KY,8592092027,Independent Card Shop
111503,Hardin County HFH ReStore,2816 Ring Road,Elizabethtown,KY,2707370207,Habitat ReStore
114011,Play it Today Games,3186 Dixie Highway,Erlanger,KY,8593311968,Independent Card Shop
114360,CardRich Florence,7622 Mall Rd,Florence,KY,5132624380,Independent Card Shop
111506,HFH of Greater Cincinnati ReStore- Florence,7102 Turfway Rd,Florence,KY,8593710038,Habitat ReStore
113466,Through The Decades Sports Cards and Gaming - Frankfort,1100 US Highway 127 S,Frankfort,KY,5023529902,Independent Card Shop
114097,Gaming Portal,720 Leatherwood Rd,Garrison,KY,6063716471,Independent Card Shop
114475,CardMaster Hobbies,125 N Public Square,Glasgow,KY,2708199854,Independent Card Shop
111484,HFH of Glasgow-Barren County ReStore,506 W Main St,Glasgow,KY,2706295775,Habitat ReStore
114443,Moon Mountain Games,409 B Columbia Hwy,Greensburg,KY,2709735541,Independent Card Shop
114525,Gamers Choice,412 N Main St,Greenville,KY,2708206096,Independent Card Shop
114012,Three Brothers Games,1960 North Bend Rd,Hebron,KY,8592150366,Independent Card Shop
111515,"HFH of Henderson, Kentucky ReStore",1030 Third Street,Henderson,KY,2708260015,Habitat ReStore
113570,Knight's Comics and Games,120 N Elm St,Henderson,KY,2708278317,Independent Card Shop
112577,Grayson County Cards & Collectibles,1595 W Elizabethtown Rd,Leitchfield,KY,2708992465,Independent Card Shop
113455,CM Games - Lexington SuperCenter,3401 Nicholasville Rd,Lexington,KY,8599715329,Independent Card Shop
113460,"Chaotic Good: Coffee, Comics, & Games",545 S Broadway,Lexington,KY,8593038668,Independent Card Shop
113457,D20 Hobbies,361 Southland Dr,Lexington,KY,8592803865,Independent Card Shop
113462,Legendary Games - Lexington,320 N Ashland Ave,Lexington,KY,8595239430,Independent Card Shop
111294,Lexington HFH ReStore,451 Southland Dr,Lexington,KY,8592522224,Habitat ReStore
113456,Murph’s Trading Cards & Collectibles,132 Southland Dr,Lexington,KY,8594132999,Independent Card Shop
113461,OHKO Games,3124 Richmond Rd,Lexington,KY,8592704195,Independent Card Shop
113458,Tabletop Tavern,436 Southland Dr,Lexington,KY,8594332190,Independent Card Shop
114441,Legendary Brix,1002 Hustonville St,Liberty,KY,6063713893,Independent Card Shop
114518,London Cards and Comics,1106 S Main St,London,KY,6064014800,Independent Card Shop
112572,Book and Music Exchange - Louisville,1616 Bardstown Rd,Louisville,KY,5024543328,Independent Card Shop
112578,Card N All Gaming - Middletown,12911 Shelbyville Rd Suite 103,Louisville,KY,5027774947,Independent Card Shop
112569,Comic Book World - Louisville,6905 Shepherdsville Rd,Louisville,KY,5029645500,Independent Card Shop
111502,HFH of Metro Louisville ReStore- Hikes Point,4044 Taylorsville Rd,Louisville,KY,5028051652,Habitat ReStore
112573,Miso's Game Room and Collectibles,8603 Citadel Way,Louisville,KY,5023172755,Independent Card Shop
112575,Through The Decades Sports Cards and Gaming - Louisville,1850 S Hurstbourne Pkwy,Louisville,KY,5025547222,Independent Card Shop
112571,Tony Collectibles Highlands,1508 Bardstown Rd,Louisville,KY,5025008329,Independent Card Shop
114524,Badfellas,112 W Center St,Madisonville,KY,2706211823,Independent Card Shop
114417,Golans Collectibles,490 Main St,McKee,KY,6062879000,Independent Card Shop
114502,Allee's Cards & Collectibles,1902 Cumberland Ave,Middlesboro,KY,6062691568,Independent Card Shop
114501,Card Quest LLC,321 N 12th St,Middlesboro,KY,6066705771,Independent Card Shop
114096,Atoms Collectibles,252 Kroger Center Dr,Morehead,KY,6064628400,Independent Card Shop
113469,Main Phase Games,245 Indian Mound Dr,Mt Sterling,KY,8595203053,Independent Card Shop
113468,Matchstick Games,816 Indian Mound Dr,Mt Sterling,KY,8594328831,Independent Card Shop
114416,Turnbuckle World,190 E Main St,Mt Vernon,KY,6063926676,Independent Card Shop
114540,Enchanted Gaming Emporium,808 Chestnut Street,Murray,KY,2707687002,Independent Card Shop
114006,Thieves Guild Gaming,1 Levee Wy,Newport,KY,8594669859,Independent Card Shop
113567,LegitMTG,1332 Carter Rd,Owensboro,KY,2709266765,Independent Card Shop
113556,Outlaw Gaming,2964 Jackson St.,Paducah,KY,2705555555,Independent Card Shop
113555,Wooden Ogre Games,5105 Hinkleville Rd,Paducah,KY,2703914773,Independent Card Shop
114450,The Gaming Co. - Pikeville,265 Hambley Blvd,Pikeville,KY,6066372373,Independent Card Shop
112567,Pangaea Gaming,301 W Lincoln Trail Blvd,Radcliff,KY,2703904019,Independent Card Shop
113464,DK's Cards & Games,948 Red House Rd,Richmond,KY,8592164716,Independent Card Shop
113465,Legendary Games - Richmond,624 University Shopping Center,Richmond,KY,8595757284,Independent Card Shop
112494,Bunch of Stuff Discount,211 Bethel Shopping Ctr,Russellville,KY,2707349283,Independent Card Shop
113472,Derby Comics and Games,709 Mt Eden Rd,Shelbyville,KY,5024375007,Independent Card Shop
112568,Glorious Games & Goods,291 S Buckman St,Shepherdsville,KY,5025310040,Independent Card Shop
114442,The Local Game Shop,52 Eury Ln,Somerset,KY,6064254388,Independent Card Shop
113463,JD's Hobby Shop,93 Crossfield Dr,Versailles,KY,8592142007,Independent Card Shop
114505,CardEmpire,106 S 3rd St,Williamsburg,KY,6067030292,Independent Card Shop
114507,Gideon Games,475 N Hwy 25 W,Williamsburg,KY,6062614313,Independent Card Shop
114506,Pixel Power 3D Prints & Games,304 Main St,Williamsburg,KY,6066204844,Independent Card Shop
112856,ETB Games,2835 North Macarthur Drive,Alexandria,LA,3187094414,Independent Card Shop
113584,Card Shop Reality,1604 E Madison Ave,Bastrop,LA,3186698668,Independent Card Shop
111498,HFH of Greater Baton Rouge ReStore- North,4301 Airline Highway,Baton Rouge,LA,2253551895,Habitat ReStore
111499,HFH of Greater Baton Rouge ReStore- Southeast,10300 Perkins Road,Baton Rouge,LA,2254080021,Habitat ReStore
113566,Little Wars,7517 Jefferson Hwy,Baton Rouge,LA,2259246304,Independent Card Shop
113419,Louisiana's Double Play,2834 S Sherwood Forest Blvd,Baton Rouge,LA,2252965812,Independent Card Shop
113418,Night Dragon Games,5353 Jones Creek Rd #4,Baton Rouge,LA,2254334359,Independent Card Shop
112855,The Basement,4116 Airline Dr,Bossier City,LA,3184597192,Independent Card Shop
113563,Labyrinth Gaming,1003 E Judge Perez Dr,Chalmette,LA,5049126637,Independent Card Shop
113417,GameTown - Covington,600 US-190,Covington,LA,9853738298,Independent Card Shop
113416,Good AF Games,2033 N HWY 190,Covington,LA,9852461007,Independent Card Shop
113681,Mistscape Gaming and Collectibles,801 East 4th Street,DeQuincy,LA,3373178060,Independent Card Shop
113415,Deckbusters,42342 S Morrison Blvd,Hammond,LA,9856348547,Independent Card Shop
113420,EoT Games,1025 W Tunnel Blvd,Houma,LA,9852621353,Independent Card Shop
112857,Gamer's Pair-A-Dice,1825 E Oak St,Jena,LA,3183168210,Independent Card Shop
113586,Anubis Games and Hobby,120 Curran Ln,Lafayette,LA,3374843141,Independent Card Shop
113585,LVL 1 Gaming Lafayette,110 Arnould Blvd,Lafayette,LA,3378524560,Independent Card Shop
111501,Lafayette HFH ReStore,3124 NE Evangeline Throughway,Lafayette,LA,3373451439,Habitat ReStore
113679,Geaux Gamerz 2,3700 Common St,Lake Charles,LA,3374240143,Independent Card Shop
113680,Lvl 1 Gaming LLC,614 West Prien Lake Road,Lake charles,LA,3375640014,Independent Card Shop
113421,Hydra Gaming,12715 US-90,Luling,LA,9852051184,Independent Card Shop
111477,HFH St. Tammany West ReStore,1400 North Ln,Mandeville,LA,9858980642,Habitat ReStore
113560,The Save Point Tabletop Gaming and More,2211 Barataria blvd,Marrero,LA,5042647703,Independent Card Shop
113564,Coliseum Card Company,3116 N Arnoult Rd,Metairie,LA,5042290962,Independent Card Shop
113565,Go 4 Games,4953 West Napoleon Ave,Metairie,LA,5043248335,Independent Card Shop
113562,Media on Maple,732 Dublin St,New Orleans,LA,5044194220,Independent Card Shop
111478,New Orleans Area HFH ReStore,2900 Elysian Flds Ave,New Orleans,LA,5049432240,Habitat ReStore
113459,Grandad's Cards,709 Allendale Dr,Port Allen,LA,2703153840,Independent Card Shop
111500,Bayou Area HFH ReStore,509 Saint Mary St,Thibodaux,LA,9854479743,Habitat ReStore
113583,Hobby Hits Cards & Collectibles,201 Commerce St,West Monroe,LA,3187377890,Independent Card Shop
113561,The Nerd Lair,1445 Westbank Expy,Westwego,LA,5045968509,Independent Card Shop
111960,Battleground Games and Hobbies - Abington,1423 Bedford St,Abington,MA,7812619669,Independent Card Shop
